id	org	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	sales	daysLate
2915	g	33	7	2	38	34	14	59	33	2	2	224	8
2916	g	6	7	5	42	15	24	50	47	2	1	199	2
2917	b	41	6	2	16	14	32	75	28	3	8	225	68
2918	b	76	4	3	22	34	37	84	36	4	10	310	1
2919	b	36	11	4	39	32	25	47	28	2	3	227	2
2920	g	24	8	3	40	16	35	51	34	1	4	216	77
2921	b	52	10	2	19	36	35	50	30	5	9	248	22
2922	g	40	10	3	26	32	37	43	48	3	5	247	24
2923	g	23	10	4	28	22	38	51	30	3	6	215	22
2924	g	12	12	4	23	35	33	79	27	1	1	227	11
2925	g	44	9	4	31	21	26	48	26	2	5	216	16
2926	g	12	13	3	22	37	11	74	22	3	6	203	11
2927	g	9	7	4	26	28	31	44	30	3	1	183	5
2928	g	30	8	3	24	13	33	79	33	1	2	226	27
2929	g	34	5	2	28	13	11	87	29	3	5	217	27
2930	g	12	5	4	39	25	18	65	27	1	5	201	18
2931	g	5	6	2	27	18	13	78	41	1	4	195	21
2932	g	16	5	2	24	15	40	77	44	1	2	226	62
2933	b	72	8	2	18	17	45	33	26	2	7	230	11
2934	g	30	10	5	26	29	35	75	44	2	3	259	17
2935	g	33	8	4	21	25	22	72	34	3	2	224	50
2936	g	70	8	4	4	17	25	67	13	2	5	215	46
2937	b	47	9	2	14	27	42	79	33	2	6	261	20
2938	g	42	10	5	37	31	17	48	22	1	4	217	12
2939	b	62	6	3	18	31	29	69	16	3	7	244	18
2940	g	17	9	5	28	33	16	91	32	1	6	238	8
2941	g	16	11	4	21	35	11	56	28	2	2	186	31
2942	b	65	9	3	15	26	32	32	23	4	7	216	28
2943	b	5	10	3	24	29	20	40	36	1	4	172	24
2944	b	23	9	1	32	30	32	58	37	3	6	231	57
2945	b	67	5	3	12	34	25	84	30	2	8	270	23
2946	b	47	6	3	6	12	51	32	8	4	10	179	16
2947	g	19	10	3	29	14	27	87	48	2	1	240	26
2948	g	18	10	4	34	14	17	53	32	3	1	186	23
2949	g	25	5	3	32	28	36	45	26	1	6	207	68
2950	b	71	7	1	14	15	27	77	19	4	10	245	19
2951	g	17	11	5	31	35	38	91	40	2	2	272	27
2952	g	30	12	3	32	15	32	54	24	2	5	209	16
2953	g	14	12	2	27	35	33	69	46	2	4	244	65
2954	b	72	6	2	4	36	34	77	9	4	8	252	59
2955	b	68	9	2	22	37	43	56	9	2	8	256	16
2956	g	6	12	3	23	14	38	59	45	2	1	203	25
2957	g	28	9	4	27	21	25	86	20	2	4	226	4
2958	b	27	10	1	22	12	13	31	27	1	3	147	12
2959	g	44	5	5	24	12	35	33	35	2	4	199	21
2960	g	35	7	3	37	36	32	84	45	3	3	285	75
2961	b	70	11	2	18	23	25	64	33	3	7	256	16
2962	g	29	11	5	41	27	25	71	32	1	5	247	6
2963	g	7	11	4	27	15	38	58	40	3	6	209	19
2964	b	24	11	1	24	19	29	81	26	2	7	224	18
2965	g	32	6	4	30	28	40	49	40	3	3	235	57
2966	b	62	11	3	3	33	43	61	19	2	6	243	17
2967	g	10	5	3	22	36	22	52	47	3	1	201	0
2968	g	18	9	2	34	32	40	50	29	3	5	222	18
2969	g	42	6	3	35	34	12	60	28	1	1	222	24
2970	b	43	8	5	33	24	39	62	38	2	1	255	4
2971	g	40	10	3	22	21	18	33	48	3	6	204	72
2972	b	60	6	5	21	36	31	77	30	2	7	275	16
2973	b	71	5	3	22	27	24	44	16	2	11	225	16
2974	g	30	7	4	29	29	19	57	34	1	3	213	11
2975	g	35	9	2	26	35	14	70	26	2	6	225	10
2976	g	5	10	2	35	23	26	91	47	1	6	246	22
2977	g	33	8	4	31	26	39	85	27	2	4	259	27
2978	g	36	6	4	39	19	36	92	48	3	2	285	0
2979	g	31	12	4	28	18	37	31	28	1	3	193	29
2980	b	66	13	3	14	22	33	38	17	3	5	214	25
2981	g	4	12	1	27	27	23	60	21	1	6	182	11
2982	g	40	5	2	38	28	26	48	47	2	4	240	16
2983	b	69	9	4	11	22	33	87	17	2	10	264	18
2984	g	38	5	2	39	35	22	53	24	2	5	225	9
2985	g	37	9	2	33	25	23	79	45	1	3	257	83
2986	g	43	12	3	24	24	40	71	26	5	6	254	3
2987	g	16	12	4	41	32	18	70	46	2	3	244	23
2988	g	17	7	2	22	27	15	51	26	2	6	175	7
2989	g	39	10	5	34	25	40	61	38	3	1	256	2
2990	g	35	11	2	42	26	15	78	24	1	2	236	17
2991	g	36	4	1	26	14	35	34	25	1	2	178	6
2992	b	32	10	2	28	37	29	85	47	0	2	272	2
2993	g	30	12	2	28	17	24	76	26	1	1	217	11
2994	g	9	7	4	38	23	12	87	48	1	4	233	29
2995	g	34	8	5	28	18	23	42	32	1	6	197	1
2996	g	21	4	2	29	33	30	58	31	1	7	216	50
2997	g	57	11	2	23	21	37	68	32	5	10	266	16
2998	g	16	7	3	29	18	31	70	24	1	3	202	3
2999	g	28	7	3	22	34	22	45	27	2	2	192	27
3000	g	42	9	2	22	37	31	39	43	1	2	228	19
3001	g	67	5	2	10	34	29	62	15	2	8	234	23
3002	g	37	9	5	36	21	26	58	38	1	2	233	16
3003	g	30	4	2	32	12	11	33	43	1	4	172	19
3004	g	44	8	3	21	20	11	61	30	3	5	206	15
3005	b	41	6	2	8	30	33	82	13	4	10	229	20
3006	g	10	9	4	42	18	9	79	35	1	4	211	62
3007	b	61	10	4	6	22	23	59	13	4	10	212	18
3008	g	26	12	4	28	19	22	49	39	1	7	207	5
3009	g	20	10	5	25	34	32	75	38	1	6	246	46
3010	b	56	12	2	20	14	32	83	29	3	9	260	52
3011	b	38	5	2	24	37	49	72	28	4	5	264	61
3012	b	61	6	2	12	16	24	88	24	4	6	243	21
3013	g	28	6	3	21	19	25	56	28	2	5	193	14
3014	g	39	11	3	34	14	29	32	26	2	3	193	0
3015	b	5	7	3	25	32	23	91	30	1	2	219	33
3016	b	77	8	2	23	22	31	50	9	2	9	233	12
3017	g	12	11	3	32	25	32	42	42	3	5	207	15
3018	g	29	4	5	24	18	26	66	32	3	4	211	26
3019	g	6	6	4	24	27	29	41	29	3	5	174	3
3020	g	32	7	2	37	18	18	50	28	2	5	199	19
3021	g	36	10	5	36	25	29	80	46	1	6	274	61
3022	b	65	9	3	24	33	25	51	30	3	8	251	10
3023	g	31	12	4	41	21	11	79	20	2	5	226	18
3024	g	35	10	4	21	22	29	37	40	1	3	202	21
3025	g	7	10	4	27	14	17	50	34	2	7	172	11
3026	g	19	8	4	38	24	31	40	37	2	2	205	65
3027	g	65	10	2	10	27	27	75	21	3	5	245	18
3028	g	8	12	4	26	16	34	89	37	1	6	233	70
3029	b	43	5	2	15	18	35	51	33	4	6	212	16
3030	g	22	4	2	34	22	18	75	40	1	1	219	17
3031	g	36	11	3	24	36	12	88	24	3	6	243	19
3032	g	38	4	3	24	32	32	59	33	1	7	233	3
3033	g	7	9	2	42	15	22	38	22	2	4	163	28
3034	g	36	11	2	31	23	39	76	20	1	4	243	10
3035	b	63	5	2	5	23	53	63	9	4	6	233	18
3036	g	22	11	2	40	23	40	32	40	1	4	215	70
3037	b	70	5	3	2	17	25	54	20	4	9	209	29
3038	g	43	6	5	30	13	39	61	20	2	1	220	13
3039	g	21	7	3	40	22	27	91	37	0	6	254	4
3040	g	30	7	3	35	19	13	45	42	2	2	198	14
3041	g	36	7	4	30	16	32	49	27	3	5	209	22
3042	g	18	7	2	25	35	29	79	40	2	7	244	15
3043	b	37	12	4	2	16	47	77	35	3	9	242	11
3044	b	52	8	3	22	31	44	61	27	3	7	258	44
3045	b	75	10	3	3	35	30	52	32	4	9	253	19
3046	b	65	11	3	5	27	38	41	10	4	8	212	88
3047	b	72	7	4	8	32	35	46	21	2	7	234	1
3048	g	42	9	4	36	30	30	89	32	3	5	280	20
3049	g	24	13	2	36	23	36	89	45	1	2	271	21
3050	g	23	4	3	24	27	12	50	31	3	2	179	37
3051	b	46	12	3	13	21	50	89	20	3	6	263	19
3052	g	44	10	3	35	13	32	64	28	1	7	237	1
3053	g	30	7	2	24	18	29	87	29	1	6	233	31
3054	b	77	4	5	20	34	43	85	16	4	8	296	48
3055	g	57	6	3	10	32	46	46	16	5	7	228	13
3056	g	11	8	4	40	20	35	81	36	2	2	239	12
3057	g	35	5	2	40	19	34	51	21	3	6	216	18
3058	g	19	12	3	24	28	17	38	34	3	4	182	4
3059	g	5	7	2	42	20	20	51	38	2	6	193	25
3060	g	9	9	2	41	18	17	82	40	1	3	222	8
3061	b	43	12	5	7	22	29	46	10	4	7	185	20
3062	g	12	11	4	28	34	28	51	35	2	5	210	14
3063	g	41	12	3	29	30	9	84	40	1	2	251	27
3064	g	38	4	2	38	24	36	45	33	3	1	224	21
3065	g	6	5	4	30	21	27	51	42	2	1	189	29
3066	g	27	8	5	33	31	39	63	33	1	2	242	68
3067	b	46	10	3	14	17	51	75	27	3	6	252	11
3068	g	29	4	5	40	25	36	47	41	4	5	236	49
3069	b	64	12	2	2	21	45	60	26	4	8	244	5
3070	b	64	9	2	14	16	44	45	15	2	9	220	24
3071	g	14	8	2	33	24	18	76	26	3	3	207	23
3072	b	19	7	2	31	26	38	63	39	0	1	226	27
3073	g	28	4	4	20	29	16	85	29	2	2	219	70
3074	b	74	4	3	13	19	30	44	30	5	8	230	12
3075	b	72	7	2	8	25	52	47	36	4	5	258	40
3076	b	61	5	4	21	13	43	62	36	3	8	256	19
3077	b	16	13	3	20	14	35	35	33	2	5	176	18
3078	g	35	11	3	26	13	11	56	21	1	1	178	12
3079	g	41	10	4	25	31	36	49	40	1	5	242	19
3080	g	36	11	3	25	20	26	51	40	3	4	219	16
3081	g	14	7	2	32	21	22	35	38	3	4	178	23
3082	b	57	7	4	3	30	49	66	36	4	6	262	27
3083	g	44	8	3	30	32	34	81	24	3	1	260	14
3084	g	27	5	3	33	28	33	39	46	2	7	223	14
3085	b	27	12	3	42	16	39	61	44	1	2	247	25
3086	b	14	5	3	39	30	29	46	33	2	6	207	1
3087	g	26	5	4	31	26	26	47	36	2	6	209	22
3088	b	42	10	2	14	31	34	41	27	4	8	213	39
3089	b	70	11	4	15	17	29	51	26	5	7	235	26
3090	g	36	5	3	29	19	37	36	43	3	6	217	29
3091	g	41	6	3	32	18	23	36	23	3	5	190	19
3092	g	37	9	4	31	25	33	59	41	3	7	249	62
3093	g	50	10	2	20	31	28	79	9	5	6	240	3
3094	g	11	10	3	27	27	32	84	40	2	5	241	8
3095	g	10	8	2	40	20	15	65	35	2	3	200	37
3096	b	62	6	4	23	33	23	67	35	3	11	267	83
3097	b	44	9	3	11	14	48	45	34	4	10	222	33
3098	b	60	7	2	17	31	51	46	9	3	10	236	60
3099	b	40	9	4	19	27	42	60	26	4	5	236	28
3100	b	50	6	1	12	18	43	90	12	4	9	245	82
3101	b	44	8	3	16	26	32	58	24	3	6	220	2
3102	b	4	8	2	22	21	26	71	43	2	2	201	75
3103	b	69	11	3	15	20	32	68	11	2	9	240	2
3104	g	18	8	5	23	16	30	67	41	2	6	216	7
3105	g	37	4	3	42	15	11	53	44	1	5	215	54
3106	b	58	11	4	10	30	22	60	14	5	7	221	8
3107	g	21	10	2	39	23	12	72	24	3	2	208	42
3108	g	46	9	3	3	32	32	59	18	3	6	211	10
3109	b	37	11	4	20	33	51	42	31	2	5	236	2
3110	g	37	8	2	5	16	22	64	10	3	6	173	4
3111	g	14	11	3	23	24	36	54	39	2	7	213	72
3112	b	37	4	4	5	24	42	70	17	4	6	213	86
3113	b	52	5	4	21	23	48	78	21	4	6	262	27
3114	g	15	9	2	22	27	14	71	38	3	2	203	8
3115	g	11	11	2	36	17	13	87	28	1	1	207	5
3116	g	25	12	1	42	24	23	87	46	3	5	268	24
3117	b	17	6	2	25	17	13	33	22	3	5	143	29
3118	g	16	6	5	41	27	21	65	25	1	4	211	4
3119	g	12	7	5	40	28	30	69	46	0	5	242	1
3120	g	6	8	4	33	36	26	80	29	3	5	230	51
3121	g	62	10	2	24	14	49	66	17	4	7	255	1
3122	g	5	10	3	38	23	38	70	23	3	6	219	26
3123	b	20	8	4	42	28	28	37	30	2	5	204	20
3124	g	26	9	3	37	21	26	82	33	1	1	239	7
3125	g	27	11	5	35	36	37	43	37	3	5	239	14
3126	g	36	12	3	36	37	25	42	26	2	6	225	9
3127	g	29	8	2	30	16	26	77	35	3	2	228	10
3128	b	70	11	4	24	25	40	71	14	3	9	271	7
3129	g	8	4	5	21	24	35	41	34	3	3	178	21
3130	g	6	13	4	37	23	12	47	35	3	4	184	6
3131	g	40	11	4	25	21	15	58	33	3	1	211	29
3132	g	33	6	2	30	19	33	55	43	1	2	224	7
3133	b	16	8	3	29	38	11	60	44	2	3	214	13
3134	g	40	9	2	30	17	29	33	27	2	1	190	3
3135	b	17	5	3	29	18	36	34	41	3	1	187	28
3136	g	8	12	5	31	26	27	46	47	3	5	210	23
3137	g	25	10	3	31	25	37	56	38	0	4	229	17
3138	b	18	13	3	34	17	34	65	37	3	2	226	26
3139	g	31	12	5	38	28	39	91	48	3	2	297	53
3140	b	71	12	4	16	25	22	49	23	3	6	231	20
3141	b	54	12	3	15	37	33	45	15	4	8	226	51
3142	b	49	10	2	15	34	49	42	26	5	7	239	29
3143	g	40	6	3	14	37	44	67	13	5	7	236	8
3144	g	35	12	4	26	16	24	82	26	3	7	235	12
3145	g	34	7	3	27	36	37	66	43	2	7	262	25
3146	g	16	7	3	24	25	37	42	30	1	3	188	3
3147	g	5	9	4	37	15	20	75	28	0	3	196	2
3148	g	37	12	2	31	13	24	34	36	1	6	196	77
3149	b	38	11	2	9	23	36	34	13	3	7	176	24
3150	g	17	7	2	35	18	18	91	45	3	1	237	3
3151	g	35	12	3	35	29	33	48	43	3	5	246	71
3152	b	70	9	3	7	27	34	67	25	2	6	250	2
3153	g	21	7	2	37	35	31	46	31	3	5	218	52
3154	b	65	9	1	19	18	50	50	30	4	7	253	13
3155	b	9	5	4	41	14	14	71	48	1	7	214	27
3156	g	41	7	5	32	17	19	46	39	2	5	213	21
3157	g	25	6	5	27	35	26	87	46	2	1	260	13
3158	g	18	9	5	33	17	30	58	34	2	1	207	27
3159	g	38	8	4	42	33	19	77	21	1	7	250	25
3160	g	19	8	4	42	38	38	42	36	3	5	235	60
3161	b	53	8	3	9	35	30	90	13	4	6	251	12
3162	g	22	9	1	36	27	16	71	20	3	3	208	28
3163	g	7	4	4	37	20	20	48	37	1	3	181	14
3164	g	21	9	4	36	24	24	38	34	1	2	193	66
3165	b	46	10	3	24	21	47	89	16	2	6	264	4
3166	g	37	9	4	23	19	38	38	29	1	1	199	85
3167	b	48	11	3	17	14	36	55	36	5	5	230	24
3168	g	11	7	4	37	30	22	55	20	1	1	188	8
3169	b	30	11	1	37	34	36	79	29	3	4	264	77
3170	g	70	12	2	16	17	44	78	12	2	11	264	49
3171	b	57	4	2	14	34	42	35	16	2	10	216	4
3172	g	39	9	5	29	14	39	38	36	1	4	214	20
3173	g	23	12	2	35	18	16	90	46	1	7	250	17
3174	b	25	6	4	31	22	39	69	32	1	7	236	18
3175	b	26	10	2	27	17	18	42	33	3	1	179	9
3176	g	7	6	5	21	26	16	58	34	3	4	180	26
3177	g	43	6	3	41	29	11	71	25	3	6	238	5
3178	g	21	7	2	27	13	32	83	24	1	4	214	52
3179	b	72	9	2	22	16	48	54	19	4	8	254	1
3180	g	28	11	4	30	37	18	86	24	3	2	243	8
3181	g	40	11	3	39	33	28	49	39	3	4	249	11
3182	g	10	7	2	41	35	20	58	21	0	1	195	13
3183	g	5	11	2	36	29	11	69	46	1	2	212	83
3184	b	76	7	4	13	37	50	55	26	3	9	280	24
3185	g	9	5	4	36	35	35	73	33	1	4	235	28
3186	g	27	4	2	31	36	24	57	35	2	4	222	13
3187	b	37	7	3	16	37	27	62	35	4	6	234	29
3188	g	43	11	4	22	33	14	36	44	1	1	209	47
3189	b	50	9	3	10	28	42	63	20	2	10	237	6
3190	g	19	4	2	27	23	28	70	47	1	7	228	21
3191	b	65	9	3	4	25	41	63	29	5	6	250	20
3192	g	32	7	4	32	15	29	54	32	0	5	210	56
3193	b	42	7	4	15	33	33	38	10	4	9	195	87
3194	g	54	8	3	18	35	44	84	15	2	5	268	13
3195	g	27	4	2	29	16	18	89	21	3	5	214	15
3196	b	71	8	5	9	36	36	71	11	2	11	260	15
3197	g	6	8	4	29	27	22	65	35	3	7	206	8
3198	b	4	10	3	20	24	11	75	36	1	1	185	23
3199	b	40	11	3	2	35	45	86	34	3	7	266	34
3200	b	53	6	2	19	19	28	78	13	2	10	230	2
3201	b	60	5	2	4	34	22	58	12	3	6	206	27
3202	g	32	7	3	32	13	39	66	48	2	6	248	10
3203	g	26	8	2	29	28	13	84	20	1	6	217	0
3204	g	34	12	2	33	30	20	92	30	2	4	259	15
3205	g	20	7	3	35	28	31	61	40	2	2	229	5
3206	g	37	5	4	30	27	19	53	43	1	2	221	28
3207	g	19	12	5	33	29	25	75	22	1	5	226	22
3208	b	37	9	4	22	13	41	44	29	4	8	211	22
3209	g	6	8	5	30	34	15	90	20	2	3	213	14
3210	g	37	7	3	41	21	37	33	32	1	4	216	16
3211	g	39	11	2	28	25	24	87	32	2	5	255	20
3212	g	17	10	3	26	25	36	68	27	2	2	216	50
3213	b	70	11	4	14	12	23	92	29	4	9	268	1
3214	g	22	11	4	28	35	21	53	38	3	4	219	23
3215	g	10	12	3	26	27	11	73	30	2	7	201	21
3216	g	41	6	3	42	19	12	77	27	2	2	231	27
3217	g	7	8	2	35	21	12	66	28	1	2	182	6
3218	g	42	9	3	29	17	21	75	48	3	7	254	24
3219	b	76	8	4	21	23	44	33	15	4	6	234	22
3220	b	19	4	4	37	23	26	62	31	1	4	211	9
3221	g	18	5	4	37	34	21	47	38	1	3	208	27
3222	g	35	7	2	27	35	25	62	25	3	4	225	27
3223	b	37	4	4	8	36	49	32	21	4	8	203	17
3224	g	38	7	3	39	36	24	61	23	3	6	240	0
3225	g	34	10	3	36	25	19	39	38	3	4	211	15
3226	g	16	4	4	37	21	29	60	23	3	4	201	15
3227	g	22	9	4	36	16	35	79	35	2	4	242	25
3228	g	18	9	3	28	23	22	45	25	2	2	177	12
3229	g	26	12	4	35	25	18	67	30	1	5	223	16
3230	g	30	5	1	43	16	24	62	41	2	3	227	50
3231	b	67	6	4	8	27	41	39	9	4	10	215	28
3232	g	8	12	3	33	12	25	67	34	3	1	198	62
3233	b	74	12	4	20	28	43	85	11	4	8	289	28
3234	g	18	7	4	42	13	35	42	47	3	5	216	52
3235	b	66	11	5	20	13	46	66	17	3	10	257	27
3236	g	13	10	1	41	17	16	66	24	1	5	194	0
3237	g	28	10	2	24	19	20	69	24	1	7	204	18
3238	g	42	12	2	23	14	32	89	27	2	1	244	20
3239	b	31	12	2	41	17	37	48	44	3	3	238	26
3240	g	44	11	3	39	26	13	86	30	1	5	258	85
3241	b	46	12	5	2	34	45	61	28	2	10	245	4
3242	g	20	5	3	36	25	15	75	33	2	3	217	11
3243	g	33	13	4	22	34	16	54	48	2	6	232	77
3244	b	39	7	4	21	23	50	85	25	2	9	265	86
3245	b	49	12	2	9	33	39	32	30	4	8	218	78
3246	b	75	12	2	18	24	50	52	27	5	10	275	22
3247	b	16	5	2	27	18	36	52	31	2	2	191	25
3248	b	11	9	4	42	30	31	66	31	3	7	234	4
3249	b	62	8	4	10	22	30	43	32	4	10	225	9
3250	g	38	10	4	30	19	25	35	20	3	5	189	28
3251	g	31	10	3	40	34	25	65	23	1	6	238	23
3252	g	34	12	3	24	37	19	37	32	3	6	207	2
3253	b	40	12	5	30	33	9	31	30	3	1	194	0
3254	g	6	12	2	22	21	15	37	44	1	3	163	28
3255	b	16	7	2	37	14	15	51	34	2	2	180	51
3256	b	69	7	3	13	21	31	69	9	4	10	236	4
3257	g	30	7	4	25	25	34	65	47	1	6	244	33
3258	b	40	8	4	4	20	39	87	16	4	10	232	28
3259	g	34	5	4	28	33	9	86	32	0	4	235	11
3260	g	24	5	4	24	23	16	60	32	3	1	192	4
3261	g	34	6	3	42	30	38	37	28	1	2	221	60
3262	b	38	8	5	12	21	30	74	19	2	8	217	27
3263	b	33	9	3	25	30	10	36	21	1	6	174	77
3264	b	50	10	1	20	30	26	56	18	2	8	221	10
3265	g	15	8	5	24	22	12	45	45	0	1	177	10
3266	g	44	12	3	31	31	31	52	44	4	5	257	28
3267	b	7	5	3	24	19	32	83	32	2	1	208	1
3268	g	26	6	5	30	17	24	85	44	0	6	243	25
3269	g	12	7	3	42	18	26	88	34	2	1	233	24
3270	g	14	9	3	36	22	29	73	41	2	4	233	34
3271	b	57	8	2	24	31	48	78	32	2	9	291	29
3272	g	39	5	2	37	34	33	84	33	2	3	272	19
3273	g	28	12	4	28	33	21	60	35	3	6	230	27
3274	g	39	4	2	32	25	10	91	20	1	3	227	0
3275	g	21	9	3	38	13	19	40	27	2	1	173	9
3276	g	31	5	4	28	23	30	75	20	2	6	224	15
3277	g	44	11	1	23	15	27	44	40	2	4	211	9
3278	g	29	10	4	32	19	11	87	32	1	3	228	2
3279	b	16	7	4	25	34	30	63	38	2	4	223	24
3280	g	30	9	2	27	33	19	86	36	1	6	249	22
3281	b	77	9	2	16	27	46	71	14	4	7	273	68
3282	b	44	9	3	19	19	42	47	12	2	7	204	12
3283	b	43	6	4	15	31	30	57	32	2	8	228	67
3284	b	68	11	3	5	22	42	76	34	2	10	273	1
3285	g	38	8	2	30	13	23	71	34	3	5	227	29
3286	g	29	9	3	24	16	16	69	41	1	5	213	71
3287	b	54	8	2	13	30	53	87	16	3	9	275	43
3288	b	67	12	2	18	36	22	58	16	3	7	241	20
3289	g	44	7	5	41	30	21	51	29	2	1	231	9
3290	g	37	4	1	34	32	29	42	30	1	2	212	48
3291	b	39	4	2	8	29	39	44	28	5	7	205	4
3292	g	13	12	4	38	22	32	42	27	2	1	193	2
3293	g	39	11	2	34	16	16	43	42	2	3	208	25
3294	g	42	6	3	33	14	13	81	23	4	1	220	83
3295	b	57	12	4	15	16	25	58	34	3	7	231	3
3296	g	6	11	5	25	29	16	74	45	1	6	218	14
3297	g	39	7	4	32	19	31	65	42	3	5	247	

